,FoodItem,Raw_Foodcategory,Standard_Food_Category,Energy,Fat,Carb,Sugar,Protein,Sodium,Fiber,Saturated,Trans-Fats,Monounsaturated,Polyunsaturated,Cholesterol,Calcium,Magnesium,Potassium,Iron,Zinc,Phosphorus,Vitamin A,Vitamin C,Vitamin B1 (Thiamine),Vitamin B2 (Riboflavin),Vitamin B3 (Niacin),Vitamin B6 (Pyridoxine),Vitamin B9 (Folic Acid),Vitamin B12 (Cobalamin),Vitamin D,Vitamin E (Alpha Tocopherol),Vitamin K
0,Cholay (Curried Chickpeas) || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",202.33 (kcal/24 H),7.89 (gm),26.72 (gm),3.25 (gm),8.4 (gm),414.74 (mg),8.23 (gm),0.99 (gm),0.0 (gm),2.72 (gm),3.31 (gm),0.0 (mg),84.12 (mg),55.89 (mg),445.64 (mg),2.69 (mg),1.26 (mg),149.23 (mg),217.99 (ug),12.01 (mg),0.09 (mg),0.04 (mg),0.67 (mg),0.8 (mg),53.85 (ug),0.0 (ug),0.0 (ug),1.04 (mg),12.93 (ug)
0,Chicken Curry (Murgh Kari) || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",415.4 (kcal/24 H),24.6 (gm),12.76 (gm),6.71 (gm),37.4 (gm),1392.79 (mg),3.0 (gm),3.14 (gm),0.02 (gm),12.32 (gm),7.51 (gm),115.68 (mg),107.74 (mg),72.15 (mg),879.02 (mg),2.48 (mg),1.64 (mg),403.31 (mg),114.55 (ug),10.81 (mg),0.22 (mg),0.39 (mg),15.55 (mg),1.4 (mg),34.19 (ug),0.47 (ug),0.02 (ug),2.15 (mg),5.83 (ug)
0,Vegetarian Korma || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",451.5 (kcal/24 H),30.1 (gm),40.91 (gm),10.91 (gm),8.64 (gm),1406.35 (mg),8.66 (gm),15.07 (gm),0.74 (gm),9.31 (gm),3.83 (gm),67.26 (mg),118.58 (mg),78.05 (mg),1058.26 (mg),3.03 (mg),1.53 (mg),210.18 (mg),3893.9 (ug),73.22 (mg),0.29 (mg),0.29 (mg),3.18 (mg),0.67 (mg),74.75 (ug),0.1 (ug),0.94 (ug),3.23 (mg),59.91 (ug)
0,Punjabi Chicken In Thick Gravy || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",472.51 (kcal/24 H),20.8 (gm),4.81 (gm),1.37 (gm),63.3 (gm),609.41 (mg),1.2 (gm),5.94 (gm),0.05 (gm),7.19 (gm),4.76 (gm),304.85 (mg),56.65 (mg),84.06 (mg),915.45 (mg),3.81 (mg),5.89 (mg),604.47 (mg),107.96 (ug),4.52 (mg),0.3 (mg),0.6 (mg),18.41 (mg),1.39 (mg),18.99 (ug),1.86 (ug),0.08 (ug),1.25 (mg),16.5 (ug)
0,Palak Paneer || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",458.68 (kcal/24 H),36.7 (gm),24.06 (gm),4.51 (gm),16.32 (gm),586.32 (mg),9.62 (gm),10.88 (gm),0.49 (gm),19.04 (gm),3.6 (gm),48.46 (mg),534.3 (mg),300.92 (mg),2285.07 (mg),11.21 (mg),2.57 (mg),318.96 (mg),10038.36 (ug),102.8 (mg),0.33 (mg),0.94 (mg),3.2 (mg),0.86 (mg),672.7 (ug),0.52 (ug),0.0 (ug),11.51 (mg),1668.74 (ug)
0,Shahi Paneer || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",320.39 (kcal/24 H),25.65 (gm),12.44 (gm),7.27 (gm),12.34 (gm),643.81 (mg),2.46 (gm),10.89 (gm),0.45 (gm),8.95 (gm),3.42 (gm),55.65 (mg),302.95 (mg),23.11 (mg),463.0 (mg),1.21 (mg),0.41 (mg),57.91 (mg),469.51 (ug),20.19 (mg),0.07 (mg),0.06 (mg),0.87 (mg),0.18 (mg),24.89 (ug),0.03 (ug),0.09 (ug),0.98 (mg),12.27 (ug)
0,Rahma (Black Beans And Tomatoes) || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",126.56 (kcal/24 H),0.53 (gm),23.6 (gm),3.0 (gm),7.6 (gm),441.38 (mg),8.55 (gm),0.11 (gm),0.0 (gm),0.12 (gm),0.21 (gm),0.0 (mg),79.68 (mg),41.25 (mg),562.91 (mg),2.83 (mg),0.66 (mg),123.61 (mg),191.69 (ug),12.8 (mg),0.16 (mg),0.14 (mg),0.78 (mg),0.09 (mg),66.21 (ug),0.0 (ug),0.0 (ug),0.96 (mg),3.23 (ug)
0,Paneer Butter Masala || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",358.44 (kcal/24 H),23.52 (gm),26.75 (gm),3.97 (gm),13.48 (gm),753.24 (mg),2.5 (gm),11.59 (gm),0.45 (gm),6.96 (gm),1.54 (gm),53.56 (mg),311.78 (mg),76.29 (mg),799.77 (mg),2.06 (mg),0.95 (mg),104.64 (mg),197.38 (ug),32.74 (mg),0.05 (mg),0.08 (mg),0.96 (mg),0.24 (mg),17.99 (ug),0.02 (ug),0.08 (ug),0.68 (mg),4.92 (ug)
0,Matar Paneer || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",355.08 (kcal/24 H),27.79 (gm),13.8 (gm),5.66 (gm),14.54 (gm),684.54 (mg),3.92 (gm),10.1 (gm),0.5 (gm),9.34 (gm),5.5 (gm),43.06 (mg),331.04 (mg),36.14 (mg),339.9 (mg),1.81 (mg),0.83 (mg),75.91 (mg),291.58 (ug),21.25 (mg),0.12 (mg),0.08 (mg),1.07 (mg),0.14 (mg),33.18 (ug),0.0 (ug),0.0 (ug),1.81 (mg),29.71 (ug)
0,Kadai Paneer || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",393.35 (kcal/24 H),29.46 (gm),19.33 (gm),7.5 (gm),15.24 (gm),766.68 (mg),7.38 (gm),10.19 (gm),0.5 (gm),8.77 (gm),6.37 (gm),43.06 (mg),348.04 (mg),28.69 (mg),493.43 (mg),3.26 (mg),0.41 (mg),53.06 (mg),429.69 (ug),72.02 (mg),0.08 (mg),0.05 (mg),0.94 (mg),0.21 (mg),25.66 (ug),0.0 (ug),0.0 (ug),1.97 (mg),25.6 (ug)
0,Malai Kofta || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",1021.34 (kcal/24 H),74.72 (gm),73.43 (gm),6.49 (gm),28.49 (gm),626.03 (mg),10.56 (gm),17.23 (gm),0.29 (gm),34.53 (gm),17.34 (gm),30.39 (mg),319.94 (mg),300.97 (mg),1732.4 (mg),8.98 (mg),5.64 (mg),561.0 (mg),295.77 (ug),40.77 (mg),0.48 (mg),0.35 (mg),4.45 (mg),1.05 (mg),94.35 (ug),0.01 (ug),0.03 (ug),4.01 (mg),43.12 (ug)
0,Veg Manchurian || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",183.61 (kcal/24 H),9.76 (gm),22.79 (gm),6.24 (gm),2.96 (gm),1003.57 (mg),2.69 (gm),1.35 (gm),0.0 (gm),3.96 (gm),4.01 (gm),0.0 (mg),51.64 (mg),25.74 (mg),331.22 (mg),1.31 (mg),0.39 (mg),56.78 (mg),1130.65 (ug),92.94 (mg),0.12 (mg),0.12 (mg),1.36 (mg),0.26 (mg),46.23 (ug),0.0 (ug),0.0 (ug),1.86 (mg),51.9 (ug)
0,Methi Matar Malai || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",195.32 (kcal/24 H),16.5 (gm),9.63 (gm),3.78 (gm),4.11 (gm),220.25 (mg),1.85 (gm),7.8 (gm),0.19 (gm),5.62 (gm),1.25 (gm),34.07 (mg),62.77 (mg),41.74 (mg),257.0 (mg),1.71 (mg),0.89 (mg),106.98 (mg),147.12 (ug),15.22 (mg),0.12 (mg),0.17 (mg),0.82 (mg),0.1 (mg),22.5 (ug),0.04 (ug),0.33 (ug),0.17 (mg),23.2 (ug)
0,Paneer Lababdar || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",329.81 (kcal/24 H),24.1 (gm),18.07 (gm),4.19 (gm),13.55 (gm),713.02 (mg),2.26 (gm),12.54 (gm),0.53 (gm),6.68 (gm),1.38 (gm),60.83 (mg),353.09 (mg),38.65 (mg),440.82 (mg),2.11 (mg),0.75 (mg),94.76 (mg),224.86 (ug),35.49 (mg),0.08 (mg),0.09 (mg),0.46 (mg),0.33 (mg),12.94 (ug),0.03 (ug),0.17 (ug),0.59 (mg),7.08 (ug)
0,Bhindi Curry || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",249.44 (kcal/24 H),15.18 (gm),26.85 (gm),5.65 (gm),6.08 (gm),228.05 (mg),5.76 (gm),2.17 (gm),0.0 (gm),6.1 (gm),6.1 (gm),0.45 (mg),157.72 (mg),70.06 (mg),680.58 (mg),2.42 (mg),1.16 (mg),138.46 (mg),454.27 (ug),68.42 (mg),0.27 (mg),0.13 (mg),1.69 (mg),0.76 (mg),62.48 (ug),0.0 (ug),0.0 (ug),2.72 (mg),49.83 (ug)
0,Paneer Pasanda || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",621.12 (kcal/24 H),45.65 (gm),39.93 (gm),7.95 (gm),16.91 (gm),882.5 (mg),4.3 (gm),13.17 (gm),4.27 (gm),20.42 (gm),7.84 (gm),50.33 (mg),426.89 (mg),53.72 (mg),569.56 (mg),2.8 (mg),1.1 (mg),127.19 (mg),368.16 (ug),48.33 (mg),0.14 (mg),0.12 (mg),1.0 (mg),0.53 (mg),27.84 (ug),0.01 (ug),0.08 (ug),4.5 (mg),36.53 (ug)
0,Veg Handi || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",278.85 (kcal/24 H),16.0 (gm),32.03 (gm),6.58 (gm),7.2 (gm),317.88 (mg),5.92 (gm),7.33 (gm),0.1 (gm),5.52 (gm),1.48 (gm),28.44 (mg),161.4 (mg),72.27 (mg),645.81 (mg),3.2 (mg),1.59 (mg),183.4 (mg),860.76 (ug),70.42 (mg),0.21 (mg),0.18 (mg),1.57 (mg),0.74 (mg),47.2 (ug),0.04 (ug),0.16 (ug),1.16 (mg),23.09 (ug)
0,Kashmiri Dum Aloo || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",1127.44 (kcal/24 H),100.03 (gm),54.19 (gm),4.67 (gm),11.69 (gm),845.41 (mg),9.64 (gm),11.74 (gm),0.01 (gm),58.55 (gm),21.47 (gm),2.7 (mg),208.87 (mg),111.07 (mg),1315.89 (mg),4.75 (mg),1.4 (mg),194.45 (mg),367.3 (ug),50.63 (mg),0.24 (mg),0.15 (mg),3.67 (mg),0.89 (mg),40.24 (ug),0.0 (ug),0.0 (ug),2.04 (mg),16.2 (ug)
0,Gobi Masala || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",389.23 (kcal/24 H),28.1 (gm),32.25 (gm),8.41 (gm),8.59 (gm),353.23 (mg),7.57 (gm),4.86 (gm),0.06 (gm),11.33 (gm),10.24 (gm),5.9 (mg),168.23 (mg),69.6 (mg),1067.87 (mg),3.11 (mg),1.5 (mg),209.37 (mg),268.79 (ug),120.64 (mg),0.24 (mg),0.22 (mg),1.97 (mg),0.96 (mg),135.61 (ug),0.01 (ug),0.11 (ug),3.63 (mg),66.65 (ug)
0,Capsicum Masala || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",177.66 (kcal/24 H),10.41 (gm),19.31 (gm),4.42 (gm),4.7 (gm),184.24 (mg),3.9 (gm),2.44 (gm),0.0 (gm),3.92 (gm),3.51 (gm),0.0 (mg),112.39 (mg),40.3 (mg),389.4 (mg),1.8 (mg),0.89 (mg),108.6 (mg),169.65 (ug),47.92 (mg),0.16 (mg),0.08 (mg),1.28 (mg),0.56 (mg),27.41 (ug),0.0 (ug),0.0 (ug),1.55 (mg),14.93 (ug)
0,Aloo Rasedar || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",144.11 (kcal/24 H),5.43 (gm),22.42 (gm),2.57 (gm),3.09 (gm),284.4 (mg),3.59 (gm),0.75 (gm),0.0 (gm),2.28 (gm),2.09 (gm),0.0 (mg),53.13 (mg),40.02 (mg),601.02 (mg),2.1 (mg),0.52 (mg),81.57 (mg),156.36 (ug),26.4 (mg),0.11 (mg),0.05 (mg),1.5 (mg),0.36 (mg),22.39 (ug),0.0 (ug),0.0 (ug),1.01 (mg),11.6 (ug)
0,Gujarati Kadhi || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",118.93 (kcal/24 H),5.14 (gm),11.25 (gm),5.81 (gm),8.24 (gm),251.42 (mg),1.87 (gm),0.69 (gm),0.01 (gm),1.73 (gm),1.78 (gm),3.6 (mg),35.61 (mg),15.02 (mg),164.73 (mg),0.77 (mg),0.16 (mg),18.08 (mg),98.99 (ug),32.85 (mg),0.03 (mg),0.03 (mg),0.36 (mg),0.13 (mg),7.49 (ug),0.0 (ug),0.0 (ug),0.78 (mg),14.48 (ug)
0,Green Peas Masala || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",194.46 (kcal/24 H),14.13 (gm),13.87 (gm),5.55 (gm),5.34 (gm),232.43 (mg),4.29 (gm),2.6 (gm),0.0 (gm),5.96 (gm),4.88 (gm),4.33 (mg),88.21 (mg),43.01 (mg),367.97 (mg),2.29 (mg),1.03 (mg),112.37 (mg),285.87 (ug),23.91 (mg),0.14 (mg),0.13 (mg),1.3 (mg),0.15 (mg),37.57 (ug),0.13 (ug),0.02 (ug),1.97 (mg),30.04 (ug)
0,Aloo Palak || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",407.93 (kcal/24 H),11.37 (gm),72.23 (gm),8.1 (gm),10.54 (gm),385.18 (mg),11.49 (gm),5.84 (gm),0.01 (gm),2.77 (gm),0.98 (gm),21.83 (mg),164.59 (mg),175.48 (mg),2053.67 (mg),5.37 (mg),1.68 (mg),226.77 (mg),2082.23 (ug),111.87 (mg),0.3 (mg),0.27 (mg),4.13 (mg),1.1 (mg),192.48 (ug),0.0 (ug),0.0 (ug),2.3 (mg),336.13 (ug)
0,Navratan Korma || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",349.05 (kcal/24 H),24.37 (gm),28.33 (gm),9.21 (gm),10.23 (gm),239.89 (mg),6.16 (gm),8.06 (gm),0.11 (gm),7.22 (gm),6.55 (gm),31.08 (mg),124.98 (mg),85.92 (mg),620.06 (mg),2.82 (mg),1.43 (mg),181.75 (mg),927.46 (ug),69.89 (mg),0.2 (mg),0.19 (mg),1.51 (mg),0.42 (mg),49.34 (ug),0.02 (ug),0.18 (ug),1.87 (mg),16.12 (ug)
0,Aloo Gobi Matar || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",330.18 (kcal/24 H),10.82 (gm),52.7 (gm),11.28 (gm),11.19 (gm),318.27 (mg),11.09 (gm),1.54 (gm),0.0 (gm),4.18 (gm),4.39 (gm),0.0 (mg),153.67 (mg),87.83 (mg),1308.42 (mg),4.74 (mg),1.93 (mg),254.04 (mg),541.03 (ug),149.78 (mg),0.41 (mg),0.26 (mg),3.75 (mg),1.16 (mg),134.21 (ug),0.0 (ug),0.0 (ug),2.25 (mg),52.73 (ug)
0,Aloo Sabzi || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",186.69 (kcal/24 H),9.92 (gm),23.19 (gm),4.0 (gm),3.26 (gm),278.75 (mg),3.71 (gm),1.38 (gm),0.0 (gm),4.11 (gm),3.99 (gm),0.0 (mg),52.51 (mg),38.99 (mg),600.26 (mg),2.16 (mg),0.54 (mg),85.06 (mg),180.89 (ug),61.25 (mg),0.12 (mg),0.07 (mg),1.38 (mg),0.4 (mg),29.23 (ug),0.0 (ug),0.0 (ug),1.56 (mg),21.09 (ug)
0,Mix Veg || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",191.58 (kcal/24 H),14.03 (gm),15.45 (gm),6.01 (gm),3.41 (gm),265.97 (mg),4.7 (gm),3.07 (gm),0.0 (gm),5.34 (gm),4.6 (gm),8.29 (mg),66.75 (mg),34.9 (mg),501.54 (mg),1.74 (mg),0.67 (mg),83.62 (mg),1792.41 (ug),44.33 (mg),0.14 (mg),0.1 (mg),1.45 (mg),0.27 (mg),49.29 (ug),0.01 (ug),0.04 (ug),2.05 (mg),35.58 (ug)
0,Palak Corn || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",323.65 (kcal/24 H),20.33 (gm),33.52 (gm),10.88 (gm),9.34 (gm),136.57 (mg),6.44 (gm),6.11 (gm),0.0 (gm),7.85 (gm),5.23 (gm),22.11 (mg),228.77 (mg),170.67 (mg),1202.61 (mg),5.19 (mg),1.72 (mg),220.27 (mg),3481.52 (ug),84.39 (mg),0.31 (mg),0.35 (mg),3.15 (mg),0.5 (mg),282.41 (ug),0.04 (ug),0.11 (ug),4.14 (mg),566.96 (ug)
0,Veg Kolhapuri || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",245.45 (kcal/24 H),11.88 (gm),31.8 (gm),5.39 (gm),6.66 (gm),282.74 (mg),7.88 (gm),2.64 (gm),0.0 (gm),3.65 (gm),4.28 (gm),0.0 (mg),165.2 (mg),45.15 (mg),497.88 (mg),3.62 (mg),1.14 (mg),132.49 (mg),714.2 (ug),52.39 (mg),0.19 (mg),0.13 (mg),1.32 (mg),0.75 (mg),39.79 (ug),0.0 (ug),0.0 (ug),1.68 (mg),25.56 (ug)
0,Bagara Baingan || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",224.57 (kcal/24 H),17.12 (gm),17.69 (gm),5.8 (gm),4.42 (gm),209.23 (mg),6.99 (gm),3.21 (gm),0.0 (gm),6.64 (gm),6.42 (gm),0.0 (mg),150.18 (mg),61.37 (mg),424.56 (mg),2.73 (mg),1.02 (mg),106.97 (mg),109.93 (ug),59.74 (mg),0.15 (mg),0.09 (mg),1.64 (mg),0.26 (mg),42.4 (ug),0.0 (ug),0.0 (ug),2.28 (mg),24.07 (ug)
0,Pav Bhaji || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",542.24 (kcal/24 H),12.31 (gm),96.18 (gm),20.22 (gm),16.43 (gm),875.4 (mg),9.51 (gm),4.38 (gm),0.0 (gm),2.05 (gm),3.32 (gm),17.63 (mg),195.41 (mg),53.39 (mg),792.17 (mg),5.82 (mg),0.98 (mg),127.14 (mg),1664.29 (ug),87.63 (mg),1.42 (mg),0.52 (mg),7.47 (mg),0.47 (mg),70.34 (ug),0.01 (ug),0.0 (ug),1.23 (mg),28.98 (ug)
0,Veg Manchurian.1 || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",183.61 (kcal/24 H),9.76 (gm),22.79 (gm),6.24 (gm),2.96 (gm),1003.57 (mg),2.69 (gm),1.35 (gm),0.0 (gm),3.96 (gm),4.01 (gm),0.0 (mg),51.64 (mg),25.74 (mg),331.22 (mg),1.31 (mg),0.39 (mg),56.78 (mg),1130.65 (ug),92.94 (mg),0.12 (mg),0.12 (mg),1.36 (mg),0.26 (mg),46.23 (ug),0.0 (ug),0.0 (ug),1.86 (mg),51.9 (ug)
0,Bhindi Masala || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",185.28 (kcal/24 H),15.23 (gm),12.23 (gm),4.01 (gm),2.72 (gm),311.08 (mg),4.44 (gm),2.08 (gm),0.0 (gm),6.07 (gm),5.91 (gm),0.0 (mg),94.27 (mg),61.27 (mg),465.19 (mg),1.42 (mg),0.7 (mg),77.64 (mg),383.31 (ug),29.3 (mg),0.2 (mg),0.08 (mg),1.31 (mg),0.26 (mg),62.68 (ug),0.0 (ug),0.0 (ug),2.4 (mg),50.01 (ug)
0,Kadai Mushroom || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",223.26 (kcal/24 H),18.17 (gm),16.15 (gm),5.56 (gm),4.1 (gm),447.28 (mg),6.83 (gm),3.31 (gm),0.0 (gm),6.97 (gm),6.4 (gm),5.53 (mg),75.36 (mg),36.2 (mg),643.48 (mg),3.43 (mg),0.6 (mg),60.42 (mg),647.53 (ug),34.56 (mg),0.08 (mg),0.09 (mg),1.21 (mg),0.26 (mg),19.34 (ug),0.01 (ug),0.03 (ug),4.22 (mg),32.72 (ug)
0,Baingan Bharta || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",157.59 (kcal/24 H),7.66 (gm),21.95 (gm),11.32 (gm),3.89 (gm),409.78 (mg),7.57 (gm),1.08 (gm),0.0 (gm),3.01 (gm),3.17 (gm),0.0 (mg),52.35 (mg),46.14 (mg),782.46 (mg),1.2 (mg),0.67 (mg),97.12 (mg),357.18 (ug),75.88 (mg),0.16 (mg),0.12 (mg),2.02 (mg),0.42 (mg),64.65 (ug),0.0 (ug),0.0 (ug),2.14 (mg),26.89 (ug)
0,Bharwa Shimla Mirch || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",538.61 (kcal/24 H),15.13 (gm),94.28 (gm),12.83 (gm),12.1 (gm),435.34 (mg),14.75 (gm),2.25 (gm),0.0 (gm),6.0 (gm),6.17 (gm),0.0 (mg),100.89 (mg),136.21 (mg),2414.4 (mg),5.38 (mg),1.81 (mg),321.64 (mg),385.96 (ug),334.09 (mg),0.53 (mg),0.24 (mg),6.01 (mg),1.95 (mg),103.75 (ug),0.0 (ug),0.0 (ug),2.9 (mg),47.54 (ug)
0,Kurkuri Bhindi (Bhindi Fry) || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",411.84 (kcal/24 H),36.54 (gm),18.58 (gm),3.36 (gm),5.65 (gm),332.49 (mg),6.38 (gm),4.97 (gm),0.0 (gm),15.06 (gm),14.89 (gm),0.0 (mg),117.68 (mg),76.36 (mg),520.88 (mg),1.75 (mg),0.82 (mg),83.73 (mg),331.47 (ug),28.98 (mg),0.26 (mg),0.08 (mg),1.37 (mg),0.29 (mg),75.31 (ug),0.0 (ug),0.0 (ug),4.73 (mg),81.17 (ug)
0,Baby Potato  With Peas || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",307.45 (kcal/24 H),15.29 (gm),35.97 (gm),4.63 (gm),7.78 (gm),616.98 (mg),6.3 (gm),2.07 (gm),0.0 (gm),6.36 (gm),6.04 (gm),0.0 (mg),63.5 (mg),36.33 (mg),292.81 (mg),4.15 (mg),0.92 (mg),86.01 (mg),273.21 (ug),104.14 (mg),0.18 (mg),0.11 (mg),1.56 (mg),0.18 (mg),41.23 (ug),0.0 (ug),0.0 (ug),2.2 (mg),34.03 (ug)
0,Karela Sabzi || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",132.4 (kcal/24 H),9.55 (gm),10.86 (gm),2.93 (gm),0.9 (gm),274.56 (mg),3.31 (gm),1.34 (gm),0.0 (gm),3.96 (gm),3.9 (gm),0.0 (mg),20.3 (mg),7.86 (mg),118.03 (mg),1.14 (mg),0.14 (mg),21.43 (mg),147.61 (ug),79.49 (mg),0.03 (mg),0.02 (mg),0.13 (mg),0.09 (mg),12.84 (ug),0.0 (ug),0.0 (ug),1.29 (mg),11.78 (ug)
0,Aloo Methi || JHDB,"Sabzis, Dals & Curries","Sabzis, Dals & Curries",175.78 (kcal/24 H),9.97 (gm),18.25 (gm),0.74 (gm),4.09 (gm),263.46 (mg),2.36 (gm),1.19 (gm),0.0 (gm),5.5 (gm),2.18 (gm),0.0 (mg),73.35 (mg),45.89 (mg),740.14 (mg),2.9 (mg),0.25 (mg),83.26 (mg),4.18 (ug),36.14 (mg),0.19 (mg),0.29 (mg),1.78 (mg),0.25 (mg),12.74 (ug),0.0 (ug),0.0 (ug),0.02 (mg),65.67 (ug)
